nroEj;ClaseImagen;ClaseInferida;Tiempo;Confianza;Correcto;;Metricas
8085 ; 27 ;  2 ; N/A ; 0.51;NO;;
8086 ; 25 ; 25 ; N/A ; 0.86;SI;;
8087 ; 25 ; 25 ; N/A ; 0.99;SI;;
8088 ; 10 ; 10 ; N/A ; 0.87;SI;;
8089 ; 34 ; 34 ; N/A ; 1.00;SI;;
8090 ; 28 ; 28 ; N/A ; 0.98;SI;;
8091 ; 35 ;  2 ; N/A ; 0.63;NO;;
8092 ; 21 ; 21 ; N/A ; 0.50;SI;;
8093 ;  5 ;  5 ; N/A ; 0.98;SI;;
8094 ;  1 ;  1 ; N/A ; 0.52;SI;;
8095 ; 33 ; 33 ; N/A ; 1.00;SI;;
8096 ; 24 ; 24 ; N/A ; 0.57;SI;;
8097 ; 10 ; 10 ; N/A ; 1.00;SI;;
8098 ; 11 ; 11 ; N/A ; 1.00;SI;;
8099 ;  8 ;  8 ; N/A ; 0.76;SI;;
8100 ; 15 ; 15 ; N/A ; 0.99;SI;;
8101 ;  4 ;  4 ; N/A ; 0.99;SI;;
8102 ;  0 ; 24 ; N/A ; 0.55;NO;;
8103 ;  3 ;  3 ; N/A ; 0.89;SI;;
8104 ; 19 ; 19 ; N/A ; 0.78;SI;;
8105 ; 25 ; 25 ; N/A ; 0.79;SI;;
8106 ;  7 ;  7 ; N/A ; 1.00;SI;;
8107 ; 12 ; 12 ; N/A ; 0.90;SI;;
8108 ;  1 ;  1 ; N/A ; 0.72;SI;;
8109 ; 35 ; 35 ; N/A ; 0.63;SI;;
8110 ; 34 ; 34 ; N/A ; 1.00;SI;;
8111 ; 22 ; 22 ; N/A ; 0.79;SI;;
8112 ; 12 ; 12 ; N/A ; 0.99;SI;;
8113 ; 16 ; 16 ; N/A ; 0.47;SI;;
8114 ; 12 ; 12 ; N/A ; 0.98;SI;;
8115 ; 13 ; 13 ; N/A ; 0.97;SI;;
8116 ; 35 ; 35 ; N/A ; 0.99;SI;;
8117 ;  6 ;  6 ; N/A ; 0.99;SI;;
8118 ; 32 ; 32 ; N/A ; 1.00;SI;;
8119 ; 29 ; 29 ; N/A ; 0.99;SI;;
8120 ;  7 ;  7 ; N/A ; 0.99;SI;;
8121 ; 18 ; 18 ; N/A ; 0.79;SI;;
8122 ;  6 ;  6 ; N/A ; 0.99;SI;;
8123 ; 10 ; 10 ; N/A ; 1.00;SI;;
8124 ; 35 ; 35 ; N/A ; 0.79;SI;;
8125 ; 15 ; 15 ; N/A ; 0.98;SI;;
8126 ; 32 ; 32 ; N/A ; 0.99;SI;;
8127 ;  8 ;  8 ; N/A ; 0.98;SI;;
8128 ; 10 ; 10 ; N/A ; 0.98;SI;;
8129 ;  3 ;  3 ; N/A ; 0.99;SI;;
8130 ;  4 ;  4 ; N/A ; 0.80;SI;;
8131 ; 35 ;  2 ; N/A ; 0.72;NO;;
8132 ; 21 ; 21 ; N/A ; 0.98;SI;;
8133 ; 27 ; 27 ; N/A ; 0.96;SI;;
8134 ; 13 ; 13 ; N/A ; 1.00;SI;;
8135 ; 18 ; 18 ; N/A ; 0.90;SI;;
8136 ; 28 ; 23 ; N/A ; 0.65;NO;;
8137 ; 33 ; 33 ; N/A ; 1.00;SI;;
8138 ;  9 ;  9 ; N/A ; 1.00;SI;;
8139 ; 24 ; 24 ; N/A ; 0.54;SI;;
8140 ; 17 ; 17 ; N/A ; 1.00;SI;;
8141 ;  4 ;  4 ; N/A ; 1.00;SI;;
8142 ;  7 ;  7 ; N/A ; 1.00;SI;;
8143 ; 25 ; 25 ; N/A ; 1.00;SI;;
8144 ; 27 ; 27 ; N/A ; 0.89;SI;;
8145 ; 14 ; 14 ; N/A ; 1.00;SI;;
8146 ; 31 ; 31 ; N/A ; 1.00;SI;;
8147 ; 29 ; 29 ; N/A ; 1.00;SI;;
8148 ; 32 ; 32 ; N/A ; 0.95;SI;;
8149 ; 30 ; 30 ; N/A ; 0.99;SI;;
8150 ; 21 ;  1 ; N/A ; 0.57;NO;;
8151 ; 29 ; 29 ; N/A ; 1.00;SI;;
8152 ; 23 ; 23 ; N/A ; 0.89;SI;;
8153 ; 15 ; 15 ; N/A ; 1.00;SI;;
8154 ;  2 ;  2 ; N/A ; 1.00;SI;;
8155 ; 16 ; 16 ; N/A ; 0.99;SI;;
8156 ;  1 ;  1 ; N/A ; 0.67;SI;;
8157 ; 11 ; 11 ; N/A ; 0.68;SI;;
8158 ; 28 ; 28 ; N/A ; 0.96;SI;;
8159 ;  8 ; 11 ; N/A ; 0.52;NO;;
8160 ; 16 ; 16 ; N/A ; 0.99;SI;;
8161 ; 20 ; 21 ; N/A ; 0.70;NO;;
8162 ; 31 ; 31 ; N/A ; 0.43;SI;;
8163 ;  5 ;  5 ; N/A ; 0.74;SI;;
8164 ; 23 ; 23 ; N/A ; 0.99;SI;;
8165 ; 20 ; 20 ; N/A ; 0.99;SI;;
8166 ; 13 ; 13 ; N/A ; 1.00;SI;;
8167 ; 17 ; 17 ; N/A ; 0.99;SI;;
8168 ; 21 ;  1 ; N/A ; 0.44;NO;;
8169 ; 26 ; 26 ; N/A ; 1.00;SI;;
8170 ;  7 ;  7 ; N/A ; 1.00;SI;;
8171 ; 30 ; 30 ; N/A ; 1.00;SI;;
8172 ; 18 ;  1 ; N/A ; 0.56;NO;;
8173 ;  5 ; 28 ; N/A ; 0.54;NO;;
8174 ; 12 ; 12 ; N/A ; 0.99;SI;;
8175 ; 18 ;  1 ; N/A ; 0.55;NO;;
8176 ; 10 ; 10 ; N/A ; 0.99;SI;;
8177 ; 28 ; 28 ; N/A ; 0.99;SI;;
8178 ; 24 ; 24 ; N/A ; 0.84;SI;;
8179 ;  1 ;  1 ; N/A ; 0.65;SI;;
8180 ; 30 ; 22 ; N/A ; 0.91;NO;;
8181 ; 32 ; 32 ; N/A ; 1.00;SI;;
8182 ; 14 ; 14 ; N/A ; 1.00;SI;;
8183 ;  4 ;  4 ; N/A ; 1.00;SI;;
8184 ; 28 ; 28 ; N/A ; 0.96;SI;;
8185 ; 16 ;  6 ; N/A ; 1.00;NO;;
8186 ; 29 ; 29 ; N/A ; 1.00;SI;;
8187 ; 23 ; 23 ; N/A ; 0.99;SI;;
8188 ; 21 ; 21 ; N/A ; 0.52;SI;;
8189 ; 26 ; 26 ; N/A ; 1.00;SI;;
8190 ; 32 ; 32 ; N/A ; 1.00;SI;;
8191 ;  0 ;  0 ; N/A ; 0.70;SI;;
8192 ; 23 ; 23 ; N/A ; 1.00;SI;;
8193 ;  5 ;  5 ; N/A ; 0.99;SI;;
8194 ; 31 ; 30 ; N/A ; 0.97;NO;;
8195 ;  2 ;  2 ; N/A ; 0.99;SI;;
8196 ; 19 ; 19 ; N/A ; 0.80;SI;;
8197 ;  9 ;  9 ; N/A ; 0.98;SI;;
8198 ;  1 ;  1 ; N/A ; 0.75;SI;;
8199 ; 22 ; 22 ; N/A ; 0.58;SI;;
8200 ; 22 ; 22 ; N/A ; 1.00;SI;;
8201 ;  1 ;  1 ; N/A ; 0.61;SI;;
8202 ; 21 ;  1 ; N/A ; 0.56;NO;;
8203 ; 30 ; 30 ; N/A ; 1.00;SI;;
8204 ; 35 ; 35 ; N/A ; 0.88;SI;;
8205 ; 21 ;  1 ; N/A ; 0.53;NO;;
8206 ;  0 ;  0 ; N/A ; 0.41;SI;;
8207 ; 20 ; 20 ; N/A ; 0.91;SI;;
8208 ;  1 ; 18 ; N/A ; 0.58;NO;;
8209 ;  1 ;  1 ; N/A ; 0.61;SI;;
8210 ; 34 ;  4 ; N/A ; 0.33;NO;;
8211 ;  2 ;  2 ; N/A ; 0.89;SI;;
8212 ; 29 ;  7 ; N/A ; 0.91;NO;;
8213 ;  5 ;  5 ; N/A ; 0.60;SI;;
8214 ; 24 ; 24 ; N/A ; 0.61;SI;;
8215 ;  4 ;  4 ; N/A ; 0.63;SI;;
8216 ; 31 ; 31 ; N/A ; 0.72;SI;;
8217 ;  5 ; 28 ; N/A ; 0.82;NO;;
8218 ; 13 ;  0 ; N/A ; 0.57;NO;;
8219 ; 15 ; 15 ; N/A ; 1.00;SI;;
8220 ;  3 ;  3 ; N/A ; 1.00;SI;;
8221 ; 11 ; 11 ; N/A ; 0.67;SI;;
8222 ; 11 ; 11 ; N/A ; 1.00;SI;;
8223 ; 29 ; 29 ; N/A ; 0.99;SI;;
8224 ; 30 ; 30 ; N/A ; 1.00;SI;;
8225 ; 22 ; 22 ; N/A ; 1.00;SI;;
8226 ; 12 ; 12 ; N/A ; 0.92;SI;;
8227 ;  2 ;  2 ; N/A ; 0.98;SI;;
8228 ; 31 ; 31 ; N/A ; 0.96;SI;;
8229 ; 26 ; 26 ; N/A ; 0.98;SI;;
8230 ; 25 ; 25 ; N/A ; 0.72;SI;;
8231 ; 34 ; 31 ; N/A ; 0.92;NO;;
8232 ; 33 ; 33 ; N/A ; 1.00;SI;;
8233 ; 15 ; 15 ; N/A ; 0.97;SI;;
8234 ;  5 ; 16 ; N/A ; 0.70;NO;;
8235 ;  9 ;  9 ; N/A ; 0.94;SI;;
8236 ;  7 ;  7 ; N/A ; 0.98;SI;;
8237 ;  9 ;  9 ; N/A ; 0.99;SI;;
8238 ; 13 ; 13 ; N/A ; 1.00;SI;;
8239 ; 27 ; 27 ; N/A ; 1.00;SI;;
8240 ; 25 ; 25 ; N/A ; 0.99;SI;;
8241 ; 12 ; 12 ; N/A ; 0.91;SI;;
8242 ;  7 ;  7 ; N/A ; 0.97;SI;;
8243 ; 19 ; 19 ; N/A ; 0.99;SI;;
8244 ;  0 ;  0 ; N/A ; 0.50;SI;;
8245 ; 34 ; 34 ; N/A ; 0.98;SI;;
8246 ; 29 ; 29 ; N/A ; 1.00;SI;;
8247 ;  4 ;  4 ; N/A ; 0.99;SI;;
8248 ; 28 ; 28 ; N/A ; 0.91;SI;;
8249 ; 18 ;  1 ; N/A ; 0.73;NO;;
8250 ;  5 ;  5 ; N/A ; 0.99;SI;;
8251 ; 16 ; 16 ; N/A ; 1.00;SI;;
8252 ; 19 ; 19 ; N/A ; 0.99;SI;;
8253 ;  5 ;  5 ; N/A ; 0.57;SI;;
8254 ;  5 ; 28 ; N/A ; 0.65;NO;;
8255 ; 35 ; 35 ; N/A ; 0.77;SI;;
8256 ;  6 ;  6 ; N/A ; 1.00;SI;;
8257 ; 30 ; 30 ; N/A ; 0.52;SI;;
8258 ;  9 ;  9 ; N/A ; 1.00;SI;;
8259 ;  6 ;  6 ; N/A ; 0.96;SI;;
8260 ;  8 ; 33 ; N/A ; 0.39;NO;;
8261 ; 27 ; 27 ; N/A ; 0.95;SI;;
8262 ; 14 ; 14 ; N/A ; 1.00;SI;;
8263 ; 33 ; 33 ; N/A ; 0.90;SI;;
8264 ; 26 ; 26 ; N/A ; 0.58;SI;;
8265 ; 32 ; 32 ; N/A ; 1.00;SI;;
8266 ; 29 ;  7 ; N/A ; 0.72;NO;;
8267 ; 30 ; 30 ; N/A ; 0.97;SI;;
8268 ; 16 ; 16 ; N/A ; 1.00;SI;;
8269 ; 24 ; 24 ; N/A ; 0.84;SI;;
8270 ;  5 ;  5 ; N/A ; 0.95;SI;;
8271 ;  3 ;  3 ; N/A ; 1.00;SI;;
8272 ; 19 ; 19 ; N/A ; 0.47;SI;;
8273 ; 20 ; 20 ; N/A ; 1.00;SI;;
8274 ; 15 ; 16 ; N/A ; 0.62;NO;;
8275 ; 12 ; 12 ; N/A ; 1.00;SI;;
8276 ;  4 ;  4 ; N/A ; 0.97;SI;;
8277 ;  5 ;  5 ; N/A ; 0.97;SI;;
8278 ;  3 ;  3 ; N/A ; 1.00;SI;;
8279 ; 15 ; 15 ; N/A ; 0.92;SI;;
8280 ; 19 ;  1 ; N/A ; 0.37;NO;;
8281 ; 29 ; 29 ; N/A ; 0.93;SI;;
8282 ;  5 ;  5 ; N/A ; 0.50;SI;;
8283 ; 26 ; 26 ; N/A ; 1.00;SI;;
8284 ; 14 ; 14 ; N/A ; 0.91;SI;;
8285 ; 29 ;  7 ; N/A ; 0.86;NO;;
8286 ; 31 ; 31 ; N/A ; 0.96;SI;;
8287 ;  1 ;  1 ; N/A ; 0.53;SI;;
8288 ;  5 ;  5 ; N/A ; 0.99;SI;;
8289 ; 19 ; 19 ; N/A ; 1.00;SI;;
8290 ;  7 ;  7 ; N/A ; 1.00;SI;;
8291 ;  5 ;  5 ; N/A ; 1.00;SI;;
8292 ; 19 ; 19 ; N/A ; 0.53;SI;;
8293 ; 13 ; 13 ; N/A ; 0.88;SI;;
8294 ; 29 ; 29 ; N/A ; 0.82;SI;;
8295 ;  8 ;  8 ; N/A ; 0.85;SI;;
8296 ; 20 ; 20 ; N/A ; 1.00;SI;;
8297 ;  3 ;  3 ; N/A ; 0.98;SI;;
8298 ; 14 ; 14 ; N/A ; 1.00;SI;;
8299 ; 16 ; 16 ; N/A ; 1.00;SI;;
8300 ;  2 ;  2 ; N/A ; 1.00;SI;;
8301 ; 11 ; 11 ; N/A ; 0.94;SI;;
8302 ; 11 ; 11 ; N/A ; 1.00;SI;;
8303 ; 11 ; 11 ; N/A ; 0.99;SI;;
8304 ;  5 ;  5 ; N/A ; 1.00;SI;;
8305 ; 33 ; 33 ; N/A ; 1.00;SI;;
8306 ; 18 ; 18 ; N/A ; 0.53;SI;;
8307 ;  3 ;  3 ; N/A ; 1.00;SI;;
8308 ; 12 ; 12 ; N/A ; 0.89;SI;;
8309 ;  6 ;  6 ; N/A ; 0.94;SI;;
8310 ;  1 ; 21 ; N/A ; 0.54;NO;;
8311 ; 21 ;  1 ; N/A ; 0.59;NO;;
8312 ; 19 ; 19 ; N/A ; 0.96;SI;;
8313 ; 35 ; 35 ; N/A ; 0.87;SI;;
8314 ; 34 ; 34 ; N/A ; 0.72;SI;;
8315 ; 20 ; 20 ; N/A ; 1.00;SI;;
8316 ; 13 ; 13 ; N/A ; 1.00;SI;;
8317 ; 15 ; 15 ; N/A ; 0.41;SI;;
8318 ; 26 ; 26 ; N/A ; 1.00;SI;;
8319 ; 14 ; 14 ; N/A ; 1.00;SI;;
8320 ; 22 ; 22 ; N/A ; 1.00;SI;;
8321 ; 33 ; 33 ; N/A ; 0.99;SI;;
8322 ; 14 ; 14 ; N/A ; 0.87;SI;;
8323 ;  0 ;  0 ; N/A ; 0.70;SI;;
8324 ; 23 ; 23 ; N/A ; 0.55;SI;;
8325 ;  7 ;  7 ; N/A ; 1.00;SI;;
8326 ; 33 ; 33 ; N/A ; 1.00;SI;;
8327 ;  0 ;  0 ; N/A ; 0.71;SI;;
8328 ; 19 ; 19 ; N/A ; 0.81;SI;;
8329 ;  3 ;  9 ; N/A ; 0.52;NO;;
8330 ; 18 ; 18 ; N/A ; 0.47;SI;;
8331 ; 12 ; 12 ; N/A ; 0.86;SI;;
8332 ; 27 ; 27 ; N/A ; 0.99;SI;;
8333 ;  6 ; 16 ; N/A ; 0.55;NO;;
8334 ; 22 ; 22 ; N/A ; 0.99;SI;;
8335 ;  4 ;  4 ; N/A ; 0.63;SI;;
8336 ;  3 ;  3 ; N/A ; 1.00;SI;;
8337 ;  4 ;  4 ; N/A ; 0.98;SI;;
8338 ; 20 ;  6 ; N/A ; 0.94;NO;;
8339 ; 32 ; 32 ; N/A ; 1.00;SI;;
8340 ; 16 ; 16 ; N/A ; 1.00;SI;;
8341 ; 32 ; 32 ; N/A ; 0.94;SI;;
8342 ; 20 ; 20 ; N/A ; 1.00;SI;;
8343 ; 17 ; 17 ; N/A ; 0.98;SI;;
8344 ; 34 ; 34 ; N/A ; 0.93;SI;;
8345 ;  5 ;  5 ; N/A ; 0.68;SI;;
8346 ; 21 ;  1 ; N/A ; 0.37;NO;;
8347 ; 13 ; 13 ; N/A ; 1.00;SI;;
8348 ; 31 ; 31 ; N/A ; 0.97;SI;;
8349 ; 14 ; 14 ; N/A ; 0.98;SI;;
8350 ; 34 ; 34 ; N/A ; 0.57;SI;;
8351 ;  3 ;  3 ; N/A ; 1.00;SI;;
8352 ;  2 ;  2 ; N/A ; 0.99;SI;;
8353 ; 13 ; 25 ; N/A ; 0.66;NO;;
8354 ; 20 ; 20 ; N/A ; 0.98;SI;;
8355 ; 17 ; 17 ; N/A ; 1.00;SI;;
8356 ; 20 ; 20 ; N/A ; 0.99;SI;;
8357 ; 26 ; 26 ; N/A ; 1.00;SI;;
8358 ;  5 ;  5 ; N/A ; 0.73;SI;;
8359 ;  0 ;  0 ; N/A ; 0.80;SI;;
8360 ;  8 ;  8 ; N/A ; 0.99;SI;;
8361 ; 12 ; 12 ; N/A ; 1.00;SI;;
8362 ; 19 ; 19 ; N/A ; 0.98;SI;;
8363 ; 27 ; 27 ; N/A ; 0.36;SI;;
8364 ; 12 ; 12 ; N/A ; 1.00;SI;;
8365 ; 28 ; 28 ; N/A ; 0.75;SI;;
8366 ; 26 ; 26 ; N/A ; 0.95;SI;;
8367 ; 33 ; 33 ; N/A ; 1.00;SI;;
8368 ; 27 ; 27 ; N/A ; 1.00;SI;;
8369 ; 16 ; 16 ; N/A ; 0.87;SI;;
8370 ; 20 ; 20 ; N/A ; 0.98;SI;;
8371 ; 12 ; 12 ; N/A ; 0.98;SI;;
8372 ; 10 ; 10 ; N/A ; 0.99;SI;;
8373 ;  4 ;  4 ; N/A ; 0.99;SI;;
8374 ; 17 ; 17 ; N/A ; 0.84;SI;;
8375 ; 17 ; 17 ; N/A ; 0.80;SI;;
8376 ;  8 ;  8 ; N/A ; 0.98;SI;;
8377 ; 11 ; 11 ; N/A ; 1.00;SI;;
8378 ; 30 ; 30 ; N/A ; 0.84;SI;;
8379 ;  2 ;  2 ; N/A ; 1.00;SI;;
8380 ; 23 ; 23 ; N/A ; 0.80;SI;;
8381 ;  7 ;  7 ; N/A ; 0.99;SI;;
8382 ; 10 ; 10 ; N/A ; 0.91;SI;;
8383 ; 17 ; 17 ; N/A ; 0.87;SI;;
8384 ; 34 ; 34 ; N/A ; 1.00;SI;;
8385 ;  3 ;  3 ; N/A ; 1.00;SI;;
8386 ;  2 ;  2 ; N/A ; 1.00;SI;;
8387 ; 26 ; 26 ; N/A ; 1.00;SI;;
8388 ; 19 ; 19 ; N/A ; 1.00;SI;;
8389 ; 34 ; 34 ; N/A ; 1.00;SI;;
8390 ;  2 ;  2 ; N/A ; 1.00;SI;;
8391 ;  1 ;  1 ; N/A ; 0.64;SI;;
8392 ; 16 ; 16 ; N/A ; 1.00;SI;;
8393 ;  9 ;  9 ; N/A ; 1.00;SI;;
8394 ; 20 ; 20 ; N/A ; 0.99;SI;;
8395 ;  9 ;  9 ; N/A ; 0.99;SI;;
8396 ;  8 ; 28 ; N/A ; 0.50;NO;;
8397 ; 29 ; 29 ; N/A ; 0.91;SI;;
8398 ; 14 ; 14 ; N/A ; 1.00;SI;;
8399 ; 25 ; 25 ; N/A ; 1.00;SI;;
8400 ; 19 ; 19 ; N/A ; 0.65;SI;;
8401 ; 25 ; 25 ; N/A ; 1.00;SI;;
8402 ; 24 ;  0 ; N/A ; 0.57;NO;;
8403 ;  9 ;  9 ; N/A ; 0.63;SI;;
8404 ; 25 ; 25 ; N/A ; 0.99;SI;;
8405 ; 16 ; 16 ; N/A ; 1.00;SI;;
8406 ; 14 ; 14 ; N/A ; 0.99;SI;;
8407 ;  8 ; 34 ; N/A ; 0.74;NO;;
8408 ;  2 ;  2 ; N/A ; 1.00;SI;;
8409 ; 19 ; 19 ; N/A ; 0.83;SI;;
8410 ; 28 ; 28 ; N/A ; 0.85;SI;;
8411 ; 17 ; 17 ; N/A ; 1.00;SI;;
8412 ; 26 ; 26 ; N/A ; 0.99;SI;;
8413 ; 27 ; 27 ; N/A ; 0.48;SI;;
8414 ; 25 ; 25 ; N/A ; 0.86;SI;;
8415 ; 22 ; 22 ; N/A ; 1.00;SI;;
8416 ;  4 ;  4 ; N/A ; 1.00;SI;;
8417 ; 30 ; 30 ; N/A ; 0.68;SI;;
8418 ; 23 ; 23 ; N/A ; 0.49;SI;;
8419 ; 24 ; 24 ; N/A ; 0.77;SI;;
8420 ;  6 ;  6 ; N/A ; 1.00;SI;;
8421 ; 34 ; 34 ; N/A ; 0.97;SI;;
8422 ; 30 ; 30 ; N/A ; 1.00;SI;;
8423 ; 17 ; 17 ; N/A ; 0.94;SI;;
8424 ; 22 ; 22 ; N/A ; 1.00;SI;;
8425 ; 27 ; 27 ; N/A ; 0.96;SI;;
8426 ; 26 ; 26 ; N/A ; 0.99;SI;;
8427 ; 33 ; 33 ; N/A ; 1.00;SI;;
8428 ;  7 ;  7 ; N/A ; 0.99;SI;;
8429 ;  1 ;  1 ; N/A ; 0.45;SI;;
8430 ; 28 ; 28 ; N/A ; 0.83;SI;;
8431 ; 12 ; 12 ; N/A ; 0.97;SI;;
8432 ; 25 ; 25 ; N/A ; 0.99;SI;;
8433 ;  4 ;  4 ; N/A ; 0.97;SI;;
8434 ; 20 ; 20 ; N/A ; 1.00;SI;;
8435 ; 21 ;  1 ; N/A ; 0.55;NO;;
8436 ; 22 ; 22 ; N/A ; 1.00;SI;;
8437 ; 12 ; 12 ; N/A ; 0.96;SI;;
8438 ; 29 ; 29 ; N/A ; 0.72;SI;;
8439 ; 31 ; 31 ; N/A ; 0.97;SI;;
8440 ;  3 ; 28 ; N/A ; 0.60;NO;;
8441 ; 30 ; 30 ; N/A ; 1.00;SI;;
8442 ; 13 ; 13 ; N/A ; 1.00;SI;;
8443 ; 19 ; 19 ; N/A ; 0.99;SI;;
8444 ;  0 ;  0 ; N/A ; 0.65;SI;;
8445 ;  8 ;  8 ; N/A ; 0.97;SI;;
8446 ; 12 ; 12 ; N/A ; 0.99;SI;;
8447 ; 33 ; 33 ; N/A ; 0.96;SI;;
8448 ; 27 ; 27 ; N/A ; 0.99;SI;;
8449 ; 14 ; 14 ; N/A ; 1.00;SI;;
8450 ; 31 ; 31 ; N/A ; 0.99;SI;;
8451 ;  6 ;  6 ; N/A ; 1.00;SI;;
8452 ;  4 ;  4 ; N/A ; 1.00;SI;;
8453 ; 12 ; 12 ; N/A ; 1.00;SI;;
8454 ;  0 ;  0 ; N/A ; 0.64;SI;;
8455 ; 26 ; 26 ; N/A ; 0.98;SI;;
8456 ; 26 ;  2 ; N/A ; 0.93;NO;;
8457 ; 19 ; 19 ; N/A ; 1.00;SI;;
8458 ; 31 ; 31 ; N/A ; 1.00;SI;;
8459 ; 11 ; 11 ; N/A ; 0.99;SI;;
8460 ; 16 ; 16 ; N/A ; 0.80;SI;;
8461 ;  4 ;  4 ; N/A ; 1.00;SI;;
8462 ;  1 ;  1 ; N/A ; 0.77;SI;;
8463 ; 34 ; 34 ; N/A ; 0.87;SI;;
8464 ; 18 ; 18 ; N/A ; 0.45;SI;;
8465 ; 17 ; 17 ; N/A ; 0.99;SI;;
8466 ;  5 ;  5 ; N/A ; 1.00;SI;;
8467 ; 15 ; 15 ; N/A ; 1.00;SI;;
8468 ; 12 ; 24 ; N/A ; 0.54;NO;;
8469 ; 25 ; 25 ; N/A ; 1.00;SI;;
8470 ; 30 ; 30 ; N/A ; 0.65;SI;;
8471 ; 32 ; 32 ; N/A ; 1.00;SI;;
8472 ; 20 ; 21 ; N/A ; 0.47;NO;;
8473 ; 32 ; 32 ; N/A ; 0.94;SI;;
8474 ;  5 ;  5 ; N/A ; 0.99;SI;;
8475 ; 12 ; 12 ; N/A ; 0.99;SI;;
8476 ; 15 ; 15 ; N/A ; 1.00;SI;;
8477 ; 28 ; 28 ; N/A ; 1.00;SI;;
8478 ; 10 ; 10 ; N/A ; 0.91;SI;;
8479 ; 26 ; 26 ; N/A ; 1.00;SI;;
8480 ; 16 ; 16 ; N/A ; 1.00;SI;;
8481 ; 15 ; 15 ; N/A ; 0.70;SI;;
8482 ;  8 ;  8 ; N/A ; 0.93;SI;;
8483 ; 27 ; 27 ; N/A ; 0.88;SI;;
8484 ; 20 ; 20 ; N/A ; 0.99;SI;;
8485 ; 12 ; 12 ; N/A ; 0.70;SI;;
8486 ;  9 ;  9 ; N/A ; 1.00;SI;;
8487 ; 11 ; 11 ; N/A ; 0.99;SI;;
8488 ; 24 ; 24 ; N/A ; 0.89;SI;;
8489 ; 29 ; 29 ; N/A ; 0.99;SI;;
8490 ; 25 ; 25 ; N/A ; 0.69;SI;;
8491 ; 16 ; 16 ; N/A ; 0.94;SI;;
8492 ; 16 ;  6 ; N/A ; 0.58;NO;;
8493 ;  2 ;  2 ; N/A ; 1.00;SI;;
8494 ; 20 ; 20 ; N/A ; 0.84;SI;;
8495 ;  6 ;  6 ; N/A ; 1.00;SI;;
8496 ;  7 ;  7 ; N/A ; 1.00;SI;;
8497 ;  8 ;  8 ; N/A ; 1.00;SI;;
8498 ; 25 ; 25 ; N/A ; 1.00;SI;;
8499 ; 21 ;  1 ; N/A ; 0.55;NO;;
8500 ; 23 ; 23 ; N/A ; 0.96;SI;;
8501 ; 18 ; 18 ; N/A ; 0.81;SI;;
8502 ; 33 ; 33 ; N/A ; 0.67;SI;;
8503 ;  9 ;  9 ; N/A ; 1.00;SI;;
8504 ; 11 ; 11 ; N/A ; 0.65;SI;;
8505 ; 10 ; 10 ; N/A ; 0.98;SI;;
8506 ; 18 ;  1 ; N/A ; 0.70;NO;;
8507 ; 24 ;  0 ; N/A ; 0.60;NO;;
8508 ;  1 ;  1 ; N/A ; 0.38;SI;;
8509 ; 15 ; 15 ; N/A ; 0.99;SI;;
8510 ; 13 ; 13 ; N/A ; 1.00;SI;;
8511 ; 30 ; 30 ; N/A ; 0.99;SI;;
8512 ;  0 ; 24 ; N/A ; 0.69;NO;;
8513 ; 20 ; 20 ; N/A ; 1.00;SI;;
8514 ;  5 ;  5 ; N/A ; 0.91;SI;;
8515 ; 12 ; 12 ; N/A ; 1.00;SI;;
8516 ;  4 ;  4 ; N/A ; 0.98;SI;;
8517 ; 15 ; 15 ; N/A ; 1.00;SI;;
8518 ; 12 ; 12 ; N/A ; 0.97;SI;;
8519 ;  2 ;  2 ; N/A ; 0.90;SI;;
8520 ; 33 ; 33 ; N/A ; 0.83;SI;;
8521 ; 16 ; 16 ; N/A ; 1.00;SI;;
8522 ; 20 ; 27 ; N/A ; 0.58;NO;;
8523 ; 30 ; 30 ; N/A ; 0.96;SI;;
8524 ;  9 ;  9 ; N/A ; 0.99;SI;;
8525 ;  3 ;  7 ; N/A ; 0.60;NO;;
8526 ; 14 ; 14 ; N/A ; 1.00;SI;;
8527 ; 16 ; 11 ; N/A ; 0.45;NO;;
8528 ; 29 ; 29 ; N/A ; 0.98;SI;;
8529 ; 32 ; 32 ; N/A ; 1.00;SI;;
8530 ; 29 ; 29 ; N/A ; 1.00;SI;;
8531 ; 15 ; 15 ; N/A ; 1.00;SI;;
8532 ;  9 ;  9 ; N/A ; 0.99;SI;;
8533 ; 22 ; 22 ; N/A ; 1.00;SI;;
8534 ; 14 ; 14 ; N/A ; 0.72;SI;;
8535 ; 28 ; 28 ; N/A ; 0.92;SI;;
8536 ; 35 ; 35 ; N/A ; 0.87;SI;;
8537 ; 16 ; 16 ; N/A ; 0.86;SI;;
8538 ;  8 ;  8 ; N/A ; 0.96;SI;;
8539 ; 32 ; 32 ; N/A ; 1.00;SI;;
8540 ;  6 ;  6 ; N/A ; 0.97;SI;;
8541 ; 27 ; 27 ; N/A ; 1.00;SI;;
8542 ; 21 ;  1 ; N/A ; 0.72;NO;;
8543 ; 28 ; 28 ; N/A ; 0.95;SI;;
8544 ; 11 ; 11 ; N/A ; 0.94;SI;;
8545 ; 28 ; 28 ; N/A ; 0.87;SI;;
8546 ; 14 ; 14 ; N/A ; 1.00;SI;;
8547 ; 14 ; 14 ; N/A ; 1.00;SI;;
8548 ;  3 ;  3 ; N/A ; 1.00;SI;;
8549 ; 31 ; 31 ; N/A ; 0.67;SI;;
